player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Prince Tega Wanogho,44820,T,AUBURN,12,99.8,0,115,68.1,73.1,63.0,5,11,262,99.6,99.6,96.2,2,18,2,655,0,0,593,656,268,269,0,60,387,0
Dennis Daley,60063,T,S CAROLINA,11,100.0,0,289,63.2,60.9,64.6,3,18,355,100.0,100.0,96.2,3,24,3,646,0,0,645,646,367,367,0,0,279,0
Saahdiq Charles,59820,T,LSU,11,100.0,0,211,66.9,60.7,67.7,1,15,250,100.0,100.0,95.6,2,19,3,644,0,13,441,644,261,261,95,68,383,27
Ben Powers,41482,G,OKLAHOMA,12,100.0,0,261,70.2,91.4,63.2,0,2,321,100.0,100.0,99.7,0,2,0,634,0,511,0,634,332,332,123,0,302,0
Cameron Clark,46229,T,CHARLOTTE,12,99.8,0,136,63.6,72.8,62.2,4,10,296,99.7,99.7,97.0,5,16,2,633,0,0,624,634,317,318,0,7,316,2
Lucas Niang,47004,T,TCU,12,100.0,0,305,77.2,78.5,71.4,1,13,301,100.0,100.0,97.7,1,14,0,632,0,0,0,632,316,316,0,631,316,1
Josh Jones,26634,T,HOUSTON,9,100.0,0,182,76.9,77.9,75.0,4,8,333,100.0,100.0,97.9,4,13,1,630,0,0,614,630,352,352,0,16,278,0
Ross Pierschbacher,46815,G,ALABAMA,11,100.0,0,103,73.9,70.6,72.1,3,3,282,100.0,100.0,98.2,1,8,2,620,0,620,0,620,294,294,0,0,326,0
Tyler Johnson,40470,T,TULANE,11,100.0,0,319,62.3,66.6,57.9,1,12,225,100.0,100.0,96.2,3,15,2,594,0,0,566,594,241,241,0,28,353,0
Chuma Edoga,46232,T,USC,10,100.0,0,326,76.9,83.8,78.2,0,2,259,100.0,100.0,98.5,11,5,3,541,0,0,1,541,268,268,0,540,273,0
Martinas Rankin,46333,T,MISS STATE,9,100.0,0,227,70.5,62.0,71.7,3,13,221,100.0,100.0,95.5,4,18,2,539,0,0,539,539,234,234,0,0,305,0
Solomon Kindley,41471,G,GEORGIA,11,100.0,0,173,65.2,61.0,67.9,4,5,174,100.0,100.0,96.3,4,11,2,512,0,0,0,512,181,181,511,0,331,0
George Asafo-Adjei,46614,T,KENTUCKY,12,100.0,0,202,73.4,76.4,68.6,1,7,216,100.0,100.0,98.1,0,8,0,500,0,0,12,500,229,229,67,421,271,0
Frank Ragnow,39137,C,ARKANSAS,7,100.0,0,111,90.3,86.3,90.8,0,3,239,100.0,100.0,99.4,3,3,0,488,415,0,0,488,256,256,73,0,232,0
Tristan Wirfs,64818,T,IOWA,9,100.0,0,192,57.8,54.2,62.7,2,10,221,100.0,100.0,95.9,4,15,3,473,0,0,4,473,228,228,0,469,245,0
Simon Stepaniak,46773,G,INDIANA,6,99.8,0,190,57.1,55.5,53.6,1,7,268,99.6,99.6,97.8,1,10,2,405,0,0,0,406,283,284,406,0,122,0
Cody Ford,39805,G,OKLAHOMA,10,100.0,0,261,67.4,85.9,63.4,0,4,168,100.0,100.0,98.8,1,4,0,336,0,309,0,336,175,175,24,3,161,0
Connor Williams,46216,T,TEXAS,5,100.0,1,311,81.2,78.8,83.4,0,7,182,100.0,100.0,98.1,4,7,0,332,0,0,332,332,197,197,0,0,135,0
Jonah Jackson,37070,G,RUTGERS,6,100.0,0,278,67.8,66.9,67.6,0,8,146,100.0,100.0,97.3,1,8,0,274,205,4,0,274,155,155,65,0,119,0
John Simpson,41715,G,CLEMSON,11,100.0,0,140,67.4,72.9,64.9,2,1,124,100.0,100.0,98.0,1,4,1,265,0,246,19,265,130,130,0,0,135,0
Cesar Ruiz,59857,T,MICHIGAN,8,100.0,0,222,55.0,65.7,50.4,0,3,107,100.0,100.0,96.7,0,5,2,243,0,6,0,243,112,112,225,0,131,12
Austin Jackson,60816,T,USC,6,100.0,0,326,51.7,61.2,53.0,0,1,87,100.0,100.0,98.3,2,2,1,174,0,0,87,174,89,89,0,87,85,0
Brandon Jones,59812,G,LA MONROE,10,100.0,0,209,57.0,52.1,55.7,1,7,105,100.0,100.0,95.2,0,9,1,161,0,161,0,161,111,111,0,0,50,0
Jedrick Wills Jr.,58467,T,ALABAMA,9,100.0,0,103,84.7,82.8,79.7,0,0,33,100.0,100.0,100.0,1,0,0,116,0,0,0,116,33,33,0,116,83,0
Lloyd Cushenberry III,41924,C,LSU,6,100.0,0,211,76.7,75.3,74.4,1,0,35,100.0,100.0,98.6,0,1,0,99,24,68,0,99,36,36,7,0,63,0
Austin Cutting,41350,T,AIR FORCE,2,100.0,0,101,60.0,61.9,60.0,0,0,0,,100.0,,0,0,0,4,0,0,0,4,1,1,0,0,3,0
Isaiah Prince,47019,T,OHIO STATE,12,100.0,6,260,75.6,70.7,81.7,3,13,501,100.0,100.0,98.0,13,18,2,943,0,0,0,943,533,533,0,942,410,1
Michael Jordan,28021,C,OHIO STATE,12,100.0,0,260,67.6,78.1,62.7,0,10,501,100.0,100.0,99.0,3,10,0,943,943,0,0,943,533,533,0,0,410,0
Wes Martin,46087,G,INDIANA,12,100.0,0,190,76.7,83.6,74.2,4,8,538,100.0,100.0,98.5,3,14,2,932,0,932,0,932,584,584,0,0,348,0
Danny Pinter,47339,T,BALL ST,12,100.0,0,117,74.8,81.5,67.4,2,20,535,100.0,100.0,97.6,3,24,2,931,0,1,0,931,564,564,0,927,367,0
Andre Dillard,29250,T,WASH STATE,12,100.0,1,341,83.1,92.0,71.6,2,8,668,100.0,100.0,99.1,4,11,1,922,0,0,913,922,693,693,0,0,229,5
Ryan Anderson,46883,C,WAKE,12,100.0,1,339,72.0,88.5,64.4,1,5,445,100.0,100.0,99.1,1,7,1,921,792,4,0,921,465,465,125,0,456,0
Garrett Bradbury,46013,C,NC STATE,12,99.9,0,248,84.7,85.6,84.0,1,10,475,100.0,100.0,98.6,4,12,1,912,912,0,0,913,496,496,0,0,416,0
Josh Jones,26634,T,HOUSTON,12,100.0,0,182,72.5,88.1,63.3,0,7,474,100.0,100.0,98.8,6,9,2,904,0,0,899,904,509,509,0,5,395,0
Phil Haynes,29244,G,WAKE,12,100.0,0,339,68.0,75.2,65.5,0,11,437,100.0,100.0,98.3,3,13,2,898,0,898,0,898,457,457,0,0,441,0
Damien Lewis,81532,G,LSU,12,100.0,2,211,75.7,80.3,74.4,1,6,413,100.0,100.0,98.9,6,8,1,897,0,0,0,897,441,441,897,0,456,0
Lloyd Cushenberry III,41924,C,LSU,12,100.0,0,211,73.8,84.1,68.0,1,6,412,100.0,100.0,98.9,0,8,1,892,892,0,0,892,440,440,0,0,452,0
Erik McCoy,37347,C,TEXAS A&M,12,100.0,0,312,73.1,75.5,70.5,4,3,440,100.0,100.0,99.2,1,7,0,888,888,0,0,888,480,480,0,0,408,0
Ezra Cleveland,41973,T,BOISE ST,12,100.0,0,120,84.4,83.8,80.7,4,6,481,100.0,100.0,98.5,4,12,2,887,0,0,886,887,495,495,0,0,392,1
Max Scharping,46961,T,N ILLINOIS,12,100.0,0,254,81.9,89.9,72.2,0,10,406,100.0,100.0,98.5,1,11,1,879,0,0,867,879,427,427,0,0,452,12
Simon Stepaniak,46773,G,INDIANA,12,100.0,1,190,60.3,56.9,61.5,6,19,508,100.0,100.0,97.1,6,27,2,878,0,0,0,878,550,550,878,0,328,0
Shane Lemieux,28149,G,OREGON,12,100.0,0,264,83.6,77.3,84.8,0,9,426,100.0,100.0,98.5,3,11,2,872,0,872,0,872,452,452,0,0,420,0
Blake Brandel,46282,T,OREGON ST,12,100.0,0,265,71.0,72.6,66.2,6,13,477,100.0,100.0,95.7,1,30,11,871,0,0,871,871,493,493,0,0,378,0
Chris Lindstrom,46692,G,BOSTON COL,12,100.0,0,121,75.9,91.6,70.7,0,4,363,100.0,100.0,99.4,1,4,0,864,0,0,0,864,371,371,862,2,493,0
Javon Patterson,46040,G,OLE MISS,12,100.0,0,226,65.2,86.9,56.8,1,8,493,100.0,100.0,99.1,2,9,0,856,0,856,0,856,524,524,0,0,332,0
Matt Peart,46179,T,UCONN,12,100.0,0,146,68.1,75.5,70.7,4,13,400,100.0,100.0,97.4,11,19,2,853,0,3,0,853,424,424,0,845,429,4
Dustin Woodard,27124,G,MEMPHIS,12,100.0,0,218,83.8,89.7,83.3,0,6,372,100.0,100.0,98.9,3,7,1,849,7,0,0,849,399,399,842,0,450,0
Jackson Barton,46978,T,UTAH,12,100.0,0,328,69.5,84.3,60.7,0,8,395,100.0,100.0,98.7,2,9,1,846,0,0,844,846,418,418,0,0,428,0
Nick Allegretti,39268,G,ILLINOIS,12,100.0,1,187,77.6,90.3,73.7,0,5,392,100.0,100.0,99.4,2,5,0,846,8,0,0,846,421,421,838,0,425,0
Jake Hanson,28148,C,OREGON,12,100.0,0,264,71.5,84.1,67.8,2,9,404,100.0,100.0,98.6,4,11,0,836,835,0,0,836,430,430,0,0,406,0
Kaleb McGary,46912,T,WASHINGTON,12,100.0,1,340,78.3,78.0,76.6,1,11,367,100.0,100.0,97.8,8,14,2,832,0,0,0,832,391,391,0,813,441,19
Cameron Clark,46229,T,CHARLOTTE,12,100.0,0,136,79.9,85.7,73.7,1,11,371,100.0,100.0,97.6,2,15,3,826,0,0,822,826,395,395,2,0,431,2
Hakeem Adeniji,45419,T,KANSAS,12,100.0,0,198,64.6,76.5,56.5,2,10,430,100.0,100.0,97.9,4,15,3,822,0,0,822,822,452,452,0,0,370,0
Austin Jackson,60816,T,USC,12,100.0,0,326,72.2,78.7,68.9,3,12,443,100.0,100.0,97.9,5,17,2,822,0,0,819,822,472,472,0,0,350,1
Dalton Risner,47008,T,KANSAS ST,12,99.9,0,199,90.7,90.6,85.4,3,2,352,100.0,99.7,99.3,1,5,0,815,0,0,0,816,374,375,0,816,441,0
Hjalte Froholdt,44959,G,ARKANSAS,12,100.0,1,111,75.1,85.4,72.0,3,3,418,100.0,100.0,99.3,4,6,0,815,260,542,0,815,440,440,13,0,375,0
Colton McKivitz,29314,T,W VIRGINIA,11,100.0,2,343,78.7,84.9,73.1,0,5,441,100.0,100.0,99.2,5,6,1,807,0,0,20,807,466,466,24,761,341,2
Ben Bredeson,27305,G,MICHIGAN,12,100.0,0,222,70.1,88.3,64.5,1,2,337,100.0,100.0,99.3,0,4,1,806,0,805,0,806,357,357,0,0,449,0
Greg Little,46254,T,OLE MISS,12,100.0,0,226,75.8,87.8,63.2,2,9,465,100.0,100.0,98.6,1,12,1,805,0,0,804,805,493,493,0,0,312,1
Lucas Niang,47004,T,TCU,12,100.0,0,305,86.3,87.9,78.9,2,5,433,100.0,100.0,99.2,2,7,0,805,0,0,0,805,444,444,0,804,361,1
Cesar Ruiz,59857,C,MICHIGAN,12,100.0,0,222,64.3,76.2,59.7,2,6,336,100.0,100.0,98.5,1,9,1,804,804,0,0,804,356,356,0,0,448,0
Michael Deiter,38554,G,WISCONSIN,12,100.0,0,349,81.0,81.1,82.0,0,9,315,100.0,100.0,98.3,7,10,1,800,0,800,0,800,333,333,0,0,467,0
Justin Skule,38951,T,VANDERBILT,12,100.0,0,333,72.4,77.7,67.0,2,15,405,100.0,100.0,97.7,3,18,1,794,0,0,794,794,427,427,0,0,367,0
Charlie Heck,36501,T,N CAROLINA,11,100.0,1,245,72.1,84.3,60.1,4,9,419,100.0,100.0,98.2,2,14,1,791,0,0,41,791,433,433,0,745,358,5
Connor McGovern,41714,G,PENN STATE,12,100.0,1,266,73.7,78.7,73.0,1,9,400,100.0,100.0,98.5,4,11,1,783,66,0,0,783,419,419,717,0,364,0
Robert Hunt,46139,T,LA LAFAYET,12,100.0,0,207,73.2,79.9,68.9,1,5,335,100.0,100.0,98.8,3,7,1,772,0,0,0,772,349,349,0,769,423,3
Mekhi Becton,59818,T,LOUISVILLE,12,99.9,0,210,68.4,60.4,73.7,4,23,474,100.0,100.0,96.5,4,30,3,767,0,0,414,768,485,485,0,349,282,4
Tyler Biadasz,41178,C,WISCONSIN,12,100.0,0,349,85.2,77.2,85.5,4,4,300,100.0,100.0,97.7,4,11,3,763,763,0,0,763,317,317,0,0,446,0
Prince Tega Wanogho,44820,T,AUBURN,12,99.7,2,115,81.8,88.7,74.4,1,10,394,99.5,99.5,98.4,4,12,1,761,0,0,687,763,414,416,0,1,347,72
Tristan Wirfs,64818,T,IOWA,11,100.0,0,192,73.8,75.4,70.3,4,10,369,100.0,100.0,98.1,2,14,0,760,0,0,0,760,391,391,0,759,369,0
Keith Ismael,41878,C,S DIEGO ST,11,100.0,0,284,77.3,70.4,77.4,2,6,321,100.0,100.0,97.8,2,11,3,759,456,0,0,759,350,350,303,0,409,0
Kevin Dotson,46735,G,LA LAFAYET,12,100.0,0,207,75.5,89.3,72.6,0,3,329,100.0,100.0,99.2,2,4,1,754,0,0,0,754,343,343,751,3,411,0
Jawaan Taylor,41665,T,FLORIDA,12,100.0,1,163,82.4,78.6,85.7,1,5,335,100.0,100.0,98.8,12,7,1,743,0,0,0,743,353,353,0,743,390,0
Ross Pierschbacher,46815,C,ALABAMA,12,100.0,0,103,65.8,78.9,61.3,1,2,369,100.0,100.0,99.3,3,4,1,741,741,0,0,741,382,382,0,0,359,0
Nick Harris,46752,C,WASHINGTON,11,100.0,1,340,81.6,81.3,79.4,0,5,314,100.0,100.0,99.2,3,5,0,739,739,0,0,739,336,336,0,0,403,0
Jonah Jackson,37070,G,RUTGERS,11,100.0,0,278,73.8,87.1,70.3,0,7,376,100.0,100.0,99.1,2,7,0,733,0,0,0,733,398,398,733,0,335,0
Dru Samia,45376,G,OKLAHOMA,12,100.0,0,261,69.0,80.7,64.4,1,4,353,100.0,100.0,99.3,2,5,0,731,0,0,0,731,372,372,731,0,359,0
Matt Jones,37327,C,W VIRGINIA,11,100.0,1,343,74.1,71.2,79.3,2,7,404,100.0,100.0,98.6,9,10,1,730,730,0,0,730,428,428,0,0,302,0
Bobby Evans,36800,T,OKLAHOMA,12,100.0,1,261,70.4,78.3,66.6,2,11,353,100.0,100.0,97.9,6,14,1,729,0,0,729,729,372,372,0,0,357,0
Cody Ford,39805,T,OKLAHOMA,12,100.0,1,261,76.1,84.9,73.1,0,6,353,100.0,100.0,99.2,10,6,0,729,0,0,0,729,372,372,0,729,357,0
Jedrick Wills Jr.,58467,T,ALABAMA,12,100.0,1,103,69.9,75.3,65.1,0,18,361,100.0,100.0,97.5,2,18,0,715,0,0,0,715,374,374,0,714,341,1
Isaiah Wilson,59704,T,GEORGIA,12,100.0,0,173,75.7,80.2,71.1,2,6,301,100.0,100.0,98.3,3,9,1,715,0,0,0,715,315,315,0,712,400,1
Yodny Cajuste,46297,T,W VIRGINIA,11,100.0,1,343,78.4,78.6,76.6,2,10,394,100.0,100.0,98.5,8,12,0,712,0,1,711,712,414,414,0,0,298,0
Dennis Daley,60063,T,S CAROLINA,11,99.9,0,289,67.6,66.8,66.5,3,13,381,99.7,99.8,97.1,3,19,3,702,0,0,682,703,410,411,0,7,292,5
Elgton Jenkins,46298,C,MISS STATE,12,100.0,0,227,77.2,82.3,72.8,0,4,318,100.0,100.0,99.1,1,5,1,702,702,0,0,702,334,334,0,0,368,0
Jonah Williams,41651,T,ALABAMA,12,100.0,0,103,90.4,89.8,85.6,1,8,358,100.0,100.0,98.7,3,9,0,698,0,1,697,698,370,370,0,0,328,0
Saahdiq Charles,59820,T,LSU,9,100.0,1,211,62.4,63.0,62.1,5,14,328,100.0,100.0,95.6,5,24,5,681,0,0,680,681,350,350,0,0,331,1
Ben Powers,41482,G,OKLAHOMA,11,100.0,1,261,63.1,87.9,56.0,2,4,326,100.0,100.0,99.1,3,6,0,679,0,679,0,679,343,343,0,0,336,0
John Simpson,41715,G,CLEMSON,12,100.0,0,140,70.8,85.4,67.3,1,3,361,100.0,100.0,99.2,4,5,1,678,0,676,1,678,376,376,0,0,302,0
Jack Driscoll,27064,T,AUBURN,11,100.0,0,115,76.4,85.4,68.6,2,10,343,100.0,100.0,98.3,3,12,0,671,0,0,1,671,364,364,0,666,307,3
David Edwards,35941,T,WISCONSIN,10,100.0,0,349,72.3,57.8,76.6,3,18,249,100.0,100.0,94.6,4,24,3,652,0,0,0,652,265,265,0,652,387,0
Solomon Kindley,41471,G,GEORGIA,12,100.0,2,173,76.7,86.8,73.9,1,5,272,100.0,100.0,98.9,4,6,0,642,0,642,0,642,285,285,0,0,357,0
Matt Hennessy,41141,C,TEMPLE,10,100.0,0,306,75.6,89.9,69.3,0,2,321,100.0,100.0,99.7,2,2,0,642,641,0,0,642,330,330,0,0,312,0
George Asafo-Adjei,46614,T,KENTUCKY,11,100.0,0,202,77.4,74.6,73.6,2,10,268,100.0,100.0,97.0,1,14,2,629,0,0,0,629,287,287,0,629,342,0
Logan Stenberg,37181,G,KENTUCKY,12,100.0,3,202,70.4,75.1,72.7,1,7,279,100.0,100.0,98.6,10,8,0,626,0,626,0,626,299,299,0,0,327,0
Lamont Gaillard,46618,C,GEORGIA,12,100.0,0,173,78.7,81.8,76.4,0,4,269,100.0,100.0,98.9,2,5,1,616,616,0,0,616,282,282,0,0,334,0
Chuma Edoga,46232,T,USC,10,100.0,0,326,65.8,83.1,59.2,0,4,301,100.0,100.0,99.3,6,4,0,572,0,0,0,572,324,324,0,572,248,0
Derwin Gray,46335,T,MARYLAND,10,99.8,0,215,56.9,81.0,56.7,2,4,218,99.5,99.6,98.2,11,7,1,563,0,0,543,564,228,229,0,0,335,21
Andrew Thomas,59701,T,GEORGIA,11,100.0,0,173,79.0,77.6,75.7,3,3,220,100.0,100.0,97.7,1,8,2,514,0,0,510,514,229,229,0,0,285,3
Nate Davis,46808,T,CHARLOTTE,7,100.0,0,136,72.3,85.1,66.7,0,4,222,100.0,100.0,99.1,3,4,0,481,0,2,0,481,234,234,64,415,247,0
Tyler Johnson,40470,T,TULANE,10,100.0,0,319,63.6,76.4,61.3,1,3,122,100.0,100.0,96.7,3,6,2,322,0,0,280,322,132,132,0,40,190,2
Tyre Phillips,59874,T,MISS STATE,11,100.0,0,227,74.3,82.8,72.4,0,3,131,100.0,100.0,98.9,4,3,0,304,0,0,287,304,139,139,0,17,165,0
Arlington Hambright,60003,T,OKLA STATE,5,100.0,0,262,57.6,52.6,57.6,0,10,156,100.0,100.0,94.9,1,13,3,292,0,0,292,292,166,166,0,0,126,0
Brandon Jones,59812,G,LA MONROE,12,100.0,0,209,50.7,59.5,47.8,0,7,127,100.0,100.0,97.2,1,7,0,227,0,226,1,227,132,132,0,0,95,0
Netane Muti,41339,T,FRESNO ST,2,100.0,1,169,72.9,87.6,69.9,0,0,44,100.0,100.0,100.0,2,0,0,84,0,0,84,84,45,45,0,0,39,0
Justin Herron,46271,T,WAKE,1,100.0,0,339,64.1,77.2,60.9,0,0,6,100.0,100.0,100.0,0,0,0,13,0,0,13,13,6,6,0,0,7,0
Austin Cutting,41350,T,AIR FORCE,1,100.0,0,101,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Justin Herron,46271,T,WAKE,12,100.0,0,339,69.2,86.5,57.6,3,3,487,100.0,100.0,98.8,4,9,3,946,0,0,942,946,509,509,0,0,437,4
Danny Pinter,47339,T,BALL ST,12,99.9,0,117,91.2,77.8,90.9,1,14,434,99.8,99.8,98.0,2,16,1,922,0,0,0,923,460,461,0,923,462,0
Keith Ismael,41878,C,S DIEGO ST,12,100.0,0,284,80.7,88.2,78.1,0,4,421,100.0,100.0,99.3,3,5,1,882,881,0,0,882,436,436,0,0,446,0
Arlington Hambright,60003,T,COLORADO,12,100.0,1,143,74.7,75.7,76.1,2,11,448,100.0,100.0,98.3,8,14,1,865,0,0,865,865,475,475,0,0,390,0
Brandon Jones,59812,G,LA MONROE,12,100.0,0,209,65.8,61.5,66.4,0,10,433,100.0,100.0,98.8,3,10,0,860,0,268,0,860,454,454,591,0,406,0
Austin Jackson,60816,T,USC,12,100.0,0,326,74.9,80.4,68.2,1,9,510,100.0,100.0,98.8,5,11,1,859,0,0,859,859,537,537,0,0,322,0
Ben Bredeson,27305,G,MICHIGAN,12,100.0,1,222,73.2,90.0,69.3,0,7,414,100.0,100.0,99.2,4,7,0,844,0,843,1,844,451,451,0,0,393,0
Jack Driscoll,27064,T,AUBURN,12,100.0,1,115,72.3,87.4,65.4,0,7,391,100.0,100.0,98.8,6,8,1,841,0,0,0,841,410,410,0,840,431,1
Blake Brandel,46282,T,OREGON ST,12,100.0,0,265,90.0,93.1,82.5,0,4,454,100.0,100.0,99.3,1,5,1,839,0,0,839,839,473,473,0,0,366,0
Cesar Ruiz,59857,C,MICHIGAN,12,100.0,1,222,72.6,89.7,66.7,2,5,412,100.0,100.0,99.2,6,7,0,838,838,0,0,838,447,447,0,0,391,0
Matt Hennessy,41141,C,TEMPLE,11,100.0,0,306,88.5,82.6,89.6,1,3,432,100.0,100.0,99.5,5,4,0,826,826,0,0,826,454,454,0,0,372,0
Shane Lemieux,28149,G,OREGON,12,100.0,1,264,77.3,74.5,77.6,2,12,423,100.0,100.0,98.1,2,15,1,813,0,813,0,813,441,441,0,0,372,0
Colton McKivitz,29314,T,W VIRGINIA,12,100.0,0,343,76.3,82.5,68.5,3,11,489,100.0,100.0,98.4,3,15,1,808,0,0,799,808,513,513,0,0,295,8
Lloyd Cushenberry III,41924,C,LSU,12,100.0,0,211,59.9,52.1,64.2,4,19,479,100.0,100.0,97.0,4,26,3,806,806,0,0,806,497,497,0,0,309,0
Hakeem Adeniji,45419,T,KANSAS,12,100.0,2,198,66.7,72.7,62.1,1,5,426,100.0,100.0,98.6,5,9,3,798,0,0,786,798,450,450,0,0,348,12
Damien Lewis,81532,G,LSU,12,100.0,0,211,75.8,76.1,77.4,2,6,477,100.0,100.0,98.5,3,11,3,798,0,0,0,798,495,495,798,0,303,0
Charlie Heck,36501,T,N CAROLINA,11,100.0,0,245,69.6,75.5,63.2,1,11,405,100.0,100.0,98.5,2,12,0,797,0,0,796,797,424,424,0,1,373,0
Tristan Wirfs,64818,T,IOWA,12,100.0,1,192,91.5,87.8,90.9,2,3,404,100.0,100.0,98.9,3,7,2,791,0,0,160,791,428,428,0,630,363,0
Tyler Biadasz,41178,C,WISCONSIN,12,100.0,0,349,86.4,85.0,85.7,0,1,303,100.0,100.0,99.5,3,2,1,787,787,0,0,787,312,312,0,0,475,0
Cameron Clark,46229,T,CHARLOTTE,12,100.0,4,136,79.7,78.8,79.2,0,4,324,100.0,100.0,99.4,8,4,0,787,0,0,785,787,352,352,0,0,435,1
Ezra Cleveland,41973,T,BOISE ST,11,99.9,0,120,83.8,83.6,79.3,2,5,406,100.0,100.0,98.4,1,10,3,787,0,0,786,788,424,424,0,0,363,2
Matt Peart,46179,T,UCONN,12,100.0,0,146,90.2,86.0,90.3,1,4,397,100.0,100.0,98.9,6,7,2,774,0,0,1,774,415,415,0,773,359,0
Prince Tega Wanogho,44820,T,AUBURN,11,99.5,0,115,77.4,75.9,75.2,3,10,367,98.9,99.0,98.2,2,13,0,773,0,0,709,777,386,390,0,0,387,66
Dustin Woodard,27124,C,MEMPHIS,12,100.0,3,218,81.2,75.2,84.2,0,2,358,100.0,100.0,99.4,6,3,1,772,772,0,0,772,381,381,0,0,391,0
Simon Stepaniak,46773,G,INDIANA,11,100.0,0,190,68.6,70.5,68.3,1,13,426,100.0,100.0,98.1,5,15,1,768,0,86,0,768,458,458,682,0,310,0
Tyre Phillips,59874,T,MISS STATE,12,100.0,3,227,79.7,75.7,79.2,1,12,346,100.0,100.0,97.5,8,15,2,758,0,2,755,758,361,361,0,0,397,0
Jonah Jackson,37070,G,OHIO STATE,12,100.0,1,260,78.7,75.3,79.3,0,9,336,100.0,100.0,98.7,5,9,0,758,0,758,0,758,361,361,0,0,397,0
Andrew Thomas,59701,T,GEORGIA,12,100.0,1,173,93.1,88.7,92.2,0,6,334,100.0,100.0,98.8,2,7,1,746,0,0,745,746,359,359,0,0,387,1
Kevin Dotson,46735,G,LA LAFAYET,12,100.0,2,207,91.6,86.6,91.5,0,1,322,100.0,100.0,99.5,3,2,1,725,0,0,0,725,339,339,725,0,386,0
Jedrick Wills Jr.,58467,T,ALABAMA,12,100.0,1,103,90.9,84.1,92.0,2,7,399,100.0,100.0,98.6,5,10,1,713,0,0,0,713,421,421,0,703,292,10
Mekhi Becton,59818,T,LOUISVILLE,11,99.9,0,210,83.0,82.5,79.6,3,6,302,99.7,99.7,98.2,2,10,1,700,0,0,686,701,314,315,0,0,386,15
Logan Stenberg,37181,G,KENTUCKY,12,100.0,1,202,75.6,83.0,79.2,0,1,253,100.0,100.0,99.8,11,1,0,697,0,697,0,697,275,275,0,0,422,0
Nick Harris,46752,C,WASHINGTON,11,100.0,0,340,79.3,82.0,76.4,0,3,346,100.0,100.0,99.0,4,5,2,679,679,0,0,679,361,361,0,0,318,0
Isaiah Wilson,59704,T,GEORGIA,10,100.0,0,173,79.7,84.3,73.0,2,6,285,100.0,100.0,98.6,1,8,0,647,0,0,0,647,307,307,0,647,340,0
Josh Jones,26634,T,HOUSTON,9,100.0,0,182,93.4,91.2,92.7,0,2,296,100.0,100.0,99.7,2,2,0,635,0,0,635,635,325,325,0,0,310,0
Jake Hanson,28148,C,OREGON,10,100.0,0,264,74.4,73.8,71.7,0,8,317,100.0,100.0,98.1,1,10,2,624,624,0,0,624,332,332,0,0,292,0
Solomon Kindley,41471,G,GEORGIA,11,100.0,0,173,74.8,76.8,75.2,3,3,247,100.0,100.0,98.0,3,8,2,560,0,560,0,560,264,264,0,0,296,0
John Simpson,41715,G,CLEMSON,11,99.8,1,140,71.9,71.4,74.3,1,6,299,100.0,100.0,98.8,8,7,0,554,0,554,0,555,317,317,0,0,237,0
Saahdiq Charles,59820,T,LSU,6,100.0,1,211,71.7,67.7,76.1,2,8,254,100.0,100.0,97.2,3,12,2,425,0,0,425,425,264,264,0,0,161,0
Robert Hunt,46139,T,LA LAFAYET,7,100.0,0,207,87.1,80.7,86.0,0,1,184,100.0,100.0,99.2,2,2,1,412,0,0,0,412,196,196,6,402,216,4
Lucas Niang,47004,T,TCU,7,100.0,0,305,81.0,84.8,73.8,1,5,184,100.0,100.0,98.4,0,6,0,378,0,0,0,378,191,191,0,378,187,0
Netane Muti,41339,G,FRESNO ST,3,100.0,0,169,74.1,88.7,72.6,0,2,141,100.0,100.0,98.6,3,3,1,234,0,233,0,234,148,148,0,0,86,1
Jordan Morgan,98652,T,ARIZONA,4,100.0,0,109,59.1,60.5,57.1,0,4,45,100.0,100.0,95.6,0,4,0,94,0,0,92,94,47,47,0,0,47,2
Tyler Johnson,40470,T,TULANE,1,100.0,0,319,62.2,86.0,54.8,0,0,22,100.0,100.0,100.0,0,0,0,55,0,0,55,55,25,25,0,0,30,0
Austin Johnson,100531,G,COLORADO,1,100.0,0,143,61.4,0.0,62.4,0,1,1,100.0,100.0,50.0,0,1,0,3,0,3,0,3,1,1,0,0,2,0
